CO_POSICAO,SG_AREA,CO_ITEM,TX_GABARITO,CO_HABILIDADE,CO_PROVA,IN_ITEM_ABAN,TX_MOTIVO_ABAN,NU_PARAM_A,NU_PARAM_B,NU_PARAM_C,TX_COR,TP_CERTIFICACAO,IN_ITEM_ADAPTADO
6,CH,56581,B,6,201916,0,,1.12164,1.83478,0.25516,Azul,2,1
6,CH,75690,D,25,201924,0,,1.0997,1.158,0.11519,Azul,2,0
6,CH,78891,D,23,201932,0,,1.17822,1.65713,0.19108,Azul,2,0
6,CH,89251,C,2,201940,0,,0.9601,0.81021,0.44532,Azul,2,0
6,CI,56933,B,26,201933,0,,0.50056,0.31881,0.26428,Rosa,1,0
6,CI,78284,B,5,201917,0,,0.82829,0.47708,0.1774,Rosa,1,0
6,CI,93991,C,6,201901,0,,1.44529,2.51977,0.12339,Rosa,1,0
6,CI,93991,C,6,201905,0,,1.44529,2.51977,0.12339,Rosa,1,1
6,CI,94039,B,23,201925,0,,2.22991,2.58913,0.25006,Rosa,1,0
6,CN,35338,A,16,201937,0,,0.50406,0.65683,0.11081,Rosa,2,0
6,CN,58710,B,6,201909,1,Problemas na convergencia,,,,Rosa,2,0
6,CN,58710,B,6,201913,1,Problemas na convergencia,,,,Rosa,2,1
6,CN,80748,A,1,201921,0,,0.56731,2.16127,0.22778,Rosa,2,0
6,CN,90846,D,30,201929,0,,0.38144,0.44918,0.08577,Rosa,2,0
6,HG,35141,C,24,201936,0,,0.5833,2.0179,0.25494,Azul,1,0
6,HG,75212,A,22,201920,0,,0.46713,0.35712,0.02221,Azul,1,0
6,HG,75212,A,22,201928,0,,0.46713,0.35712,0.02221,Azul,1,0
6,HG,75983,A,29,201904,0,,0.79338,1.04199,0.1765,Azul,1,0
6,HG,75983,A,29,201908,0,,0.79338,1.04199,0.1765,Azul,1,1
6,LC,38266,C,29,201923,0,,2.55564,1.31517,0.1986,Branca,2,0
6,LC,41477,D,4,201939,0,,0.81197,-0.07713,0.02085,Branca,2,0
6,LC,58486,D,7,201911,0,,1.18055,1.28398,0.1536,Branca,2,0
6,LC,58486,D,7,201915,0,,1.18055,1.28398,0.1536,Branca,2,1
6,LC,79625,B,25,201931,0,,2.64439,0.59219,0.14943,Branca,2,0
6,LP,56811,D,25,201927,0,,0.931,1.27933,0.15752,Cinza,1,0
6,LP,57591,A,11,201935,0,,0.7533,-1.06912,0.07414,Cinza,1,0
6,LP,80140,C,7,201903,0,,0.95128,1.10042,0.12305,Cinza,1,0
6,LP,80140,C,7,201907,0,,0.95128,1.10042,0.12305,Cinza,1,1
6,LP,88459,D,28,201919,0,,1.44706,1.67619,0.12312,Cinza,1,0
6,MA,58517,B,29,201918,0,,0.38611,3.33236,0.22028,Amarela,1,0
6,MA,58851,D,18,201934,0,,2.39886,2.29804,0.22492,Amarela,1,0
6,MA,80282,D,22,201902,0,,0.454,0.17445,0.02175,Amarela,1,0
6,MA,80282,D,22,201906,0,,0.454,0.17445,0.02175,Amarela,1,1
6,MA,94595,D,6,201926,0,,1.1209,1.83888,0.13101,Amarela,1,0
6,MT,79276,C,25,201922,0,,1.11882,3.97892,0.20535,Amarela,2,0
6,MT,80163,D,28,201930,0,,2.61075,2.11952,0.1599,Amarela,2,0
6,MT,94133,B,8,201938,0,,1.679,1.59428,0.30786,Amarela,2,0
6,MT,117336,D,6,201910,0,,0.61466,-0.05202,0.01494,Amarela,2,0
6,MT,117336,D,6,201914,0,,0.61466,-0.05202,0.01494,Amarela,2,1
7,CH,35976,B,26,201912,0,,0.6476,1.4357,0.23886,Azul,2,0
7,CH,35976,B,26,201916,0,,0.6476,1.4357,0.23886,Azul,2,1
7,CH,57667,A,27,201924,0,,1.21632,1.58563,0.13729,Azul,2,0
7,CH,75271,C,26,201940,0,,0.83971,0.55317,0.22978,Azul,2,0
7,CH,79286,B,24,201932,0,,1.22172,1.46799,0.21517,Azul,2,0
