CO_POSICAO,SG_AREA,CO_ITEM,TX_GABARITO,CO_HABILIDADE,CO_PROVA,IN_ITEM_ABAN,TX_MOTIVO_ABAN,NU_PARAM_A,NU_PARAM_B,NU_PARAM_C,TX_COR,TP_LINGUA,TP_CERTIFICACAO,IN_ITEM_ADAPTADO
33,HG,57369,C,H3,202004,0,,1.35769,1.44834,0.25946,Azul,,1,0
29,LC,57393,A,H29,202015,0,,0.93145,1.10128,0.17057,Branco - Ledor,,2,1
29,LC,57393,A,H29,202011,0,,0.93145,1.10128,0.17057,Branco,,2,0
25,LP,57446,B,H26,202043,0,,1.37194,1.38716,0.2078,Cinza,,1,0
25,LP,57446,B,H26,202019,0,,1.37194,1.38716,0.2078,Cinza,,1,0
5,LC,57524,C,H13,202023,0,,1.21182,1.27175,0.27569,Branco,,2,0
5,LC,57524,C,H13,202047,0,,1.21182,1.27175,0.27569,Branco,,2,0
33,MT,57527,B,H16,202022,0,,1.20714,0.6011,0.18581,Amarela,,2,0
33,MT,57527,B,H16,202046,0,,1.20714,0.6011,0.18581,Amarela,,2,0
25,CI,57539,B,H25,202017,0,,0.94879,2.26796,0.27787,Rosa,,1,0
25,CI,57539,B,H25,202041,0,,0.94879,2.26796,0.27787,Rosa,,1,0
56,CH,57549,C,H26,202024,0,,1.7156,1.9123,0.17862,Azul,,2,0
56,CH,57549,C,H26,202048,0,,1.7156,1.9123,0.17862,Azul,,2,0
60,CH,57553,B,H29,202048,0,,0.90808,2.04298,0.35343,Azul,,2,0
60,CH,57553,B,H29,202024,0,,0.90808,2.04298,0.35343,Azul,,2,0
5,CI,57554,D,H5,202017,0,,0.80162,1.7245,0.15444,Rosa,,1,0
5,CI,57554,D,H5,202041,0,,0.80162,1.7245,0.15444,Rosa,,1,0
53,MT,57638,B,H28,202014,0,,1.27495,2.52261,0.14488,Amarela - Ledor,,2,1
20,CN,57662,B,H27,202045,0,,1.1199,0.68045,0.19416,Rosa,,2,0
20,CN,57662,B,H27,202021,0,,1.1199,0.68045,0.19416,Rosa,,2,0
18,LC,57673,C,H21,202047,0,,0.57814,1.80153,0.21122,Branco,,2,0
18,LC,57673,C,H21,202023,0,,0.57814,1.80153,0.21122,Branco,,2,0
55,CH,57680,B,H25,202024,0,,0.77963,1.12502,0.13097,Azul,,2,0
55,CH,57680,B,H25,202048,0,,0.77963,1.12502,0.13097,Azul,,2,0
49,CH,57683,B,H19,202024,0,,1.28412,2.98826,0.22851,Azul,,2,0
49,CH,57683,B,H19,202048,0,,1.28412,2.98826,0.22851,Azul,,2,0
27,LC,57707,B,H28,202023,0,,1.99338,1.64388,0.14264,Branco,,2,0
27,LC,57707,B,H28,202047,0,,1.99338,1.64388,0.14264,Branco,,2,0
19,LP,57721,B,H19,202043,0,,1.01598,0.41165,0.16826,Cinza,,1,0
19,LP,57721,B,H19,202019,0,,1.01598,0.41165,0.16826,Cinza,,1,0
33,CH,57743,D,H3,202048,0,,1.42654,1.24222,0.16121,Azul,,2,0
33,CH,57743,D,H3,202024,0,,1.42654,1.24222,0.16121,Azul,,2,0
39,MA,57747,A,H3,202006,0,,1.48213,0.8583,0.07245,Amarela - Ledor,,1,1
39,MA,57747,A,H3,202002,0,,1.48213,0.8583,0.07245,Amarela,,1,0
36,CH,57753,D,H7,202048,0,,2.02223,2.08845,0.16956,Azul,,2,0
36,CH,57753,D,H7,202024,0,,2.02223,2.08845,0.16956,Azul,,2,0
20,CI,57755,B,H20,202001,0,,0.51727,1.28211,0.21265,Rosa,,1,0
20,CI,57755,B,H20,202005,0,,0.51727,1.28211,0.21265,Rosa - Ledor,,1,1
57,MA,57768,B,H21,202042,0,,2.90128,1.82267,0.10595,Amarela,,1,0
57,MA,57768,B,H21,202018,0,,2.90128,1.82267,0.10595,Amarela,,1,0
9,LP,57771,D,H13,202043,0,,0.80104,-0.1258,0.01318,Cinza,,1,0
9,LP,57771,D,H13,202019,0,,0.80104,-0.1258,0.01318,Cinza,,1,0
5,CI,57780,B,H5,202005,0,,0.50885,0.50119,0.28353,Rosa - Ledor,,1,1
5,CI,57780,B,H5,202001,0,,0.50885,0.50119,0.28353,Rosa,,1,0
44,CH,57810,A,H14,202016,0,,1.38359,2.85375,0.29417,Azul - Ledor,,2,1
44,CH,57810,A,H14,202012,0,,1.38359,2.85375,0.29417,Azul,,2,0
40,HG,57813,B,H13,202044,0,,2.01967,2.93677,0.15614,Azul,,1,0
40,HG,57813,B,H13,202020,0,,2.01967,2.93677,0.15614,Azul,,1,0
33,HG,57820,D,H5,202044,0,,0.55554,1.13388,0.17087,Azul,,1,0
33,HG,57820,D,H5,202020,0,,0.55554,1.13388,0.17087,Azul,,1,0
44,MT,57821,A,H22,202014,0,,1.01761,2.37667,0.06456,Amarela - Ledor,,2,1
44,MT,57821,A,H22,202010,0,,1.01761,2.37667,0.06456,Amarela,,2,0
4,LP,57827,A,H7,202043,0,,1.53268,1.27068,0.19228,Cinza,0,1,0
4,LP,57827,A,H7,202019,0,,1.53268,1.27068,0.19228,Cinza,0,1,0
50,HG,57828,D,H4,202044,0,,0.73436,0.49856,0.05815,Azul,,1,0
50,HG,57828,D,H4,202020,0,,0.73436,0.49856,0.05815,Azul,,1,0
33,MT,57832,A,H10,202014,0,,1.41533,2.04658,0.15088,Amarela - Ledor,,2,1
1,LC,57836,C,H6,202047,0,,1.0334,1.09341,0.2092,Branco,0,2,0
1,LC,57836,C,H6,202023,0,,1.0334,1.09341,0.2092,Branco,0,2,0
41,HG,57837,B,H11,202004,0,,0.95416,1.96358,0.13569,Azul,,1,0
41,HG,57837,B,H11,202008,0,,0.95416,1.96358,0.13569,Azul - Ledor,,1,1
32,MA,57847,A,H3,202042,0,,1.0415,2.94834,0.19398,Amarela,,1,0
32,MA,57847,A,H3,202018,0,,1.0415,2.94834,0.19398,Amarela,,1,0
59,CH,57885,C,H30,202024,0,,1.04652,1.34003,0.23382,Azul,,2,0
59,CH,57885,C,H30,202048,0,,1.04652,1.34003,0.23382,Azul,,2,0
38,MA,57917,A,H25,202042,0,,1.182,2.35344,0.17945,Amarela,,1,0
38,MA,57917,A,H25,202018,0,,1.182,2.35344,0.17945,Amarela,,1,0
22,LP,57947,B,H22,202043,0,,1.9639,1.4314,0.14214,Cinza,,1,0
22,LP,57947,B,H22,202019,0,,1.9639,1.4314,0.14214,Cinza,,1,0
45,MT,57951,B,H25,202022,0,,0.72489,2.7774,0.19296,Amarela,,2,0
45,MT,57951,B,H25,202046,0,,0.72489,2.7774,0.19296,Amarela,,2,0
57,HG,57962,D,H13,202044,0,,0.94582,2.26648,0.18559,Azul,,1,0
57,HG,57962,D,H13,202020,0,,0.94582,2.26648,0.18559,Azul,,1,0
51,HG,57964,B,H26,202044,0,,0.70487,1.39754,0.22786,Azul,,1,0
51,HG,57964,B,H26,202020,0,,0.70487,1.39754,0.22786,Azul,,1,0
40,MA,57986,D,H21,202002,0,,1.60063,2.91857,0.19287,Amarela,,1,0
40,MA,57986,D,H21,202006,0,,1.60063,2.91857,0.19287,Amarela - Ledor,,1,1
59,MA,57997,D,H3,202042,0,,1.92052,1.96841,0.12156,Amarela,,1,0
59,MA,57997,D,H3,202018,0,,1.92052,1.96841,0.12156,Amarela,,1,0
26,CN,58029,D,H14,202021,0,,0.66587,1.21169,0.21135,Rosa,,2,0
26,CN,58029,D,H14,202045,0,,0.66587,1.21169,0.21135,Rosa,,2,0
53,MA,58035,B,H16,202042,0,,1.35983,1.71361,0.26674,Amarela,,1,0
53,MA,58035,B,H16,202018,0,,1.35983,1.71361,0.26674,Amarela,,1,0
15,LP,58040,D,H1,202043,0,,1.45933,0.48475,0.15958,Cinza,,1,0
15,LP,58040,D,H1,202019,0,,1.45933,0.48475,0.15958,Cinza,,1,0
25,CN,58079,D,H7,202021,0,,0.56711,1.29781,0.17117,Rosa,,2,0
25,CN,58079,D,H7,202045,0,,0.56711,1.29781,0.17117,Rosa,,2,0
10,LC,58099,A,H10,202047,0,,1.17244,0.53002,0.18013,Branco,,2,0
10,LC,58099,A,H10,202023,0,,1.17244,0.53002,0.18013,Branco,,2,0
16,LP,58101,A,H28,202007,0,,1.91938,2.42124,0.3104,Cinza - Ledor,,1,1
16,LP,58101,A,H28,202003,0,,1.91938,2.42124,0.3104,Cinza,,1,0
29,LP,58115,D,H30,202043,0,,1.38942,1.85615,0.17477,Cinza,,1,0
29,LP,58115,D,H30,202019,0,,1.38942,1.85615,0.17477,Cinza,,1,0
14,LP,58183,A,H7,202007,0,,1.08693,0.84263,0.27653,Cinza - Ledor,0,1,1
14,LP,58183,A,H7,202003,0,,1.08693,0.84263,0.27653,Cinza,0,1,0
23,LP,58207,A,H24,202043,0,,1.34864,1.24119,0.22469,Cinza,,1,0
23,LP,58207,A,H24,202019,0,,1.34864,1.24119,0.22469,Cinza,,1,0
20,LP,58222,B,H29,202007,0,,1.19663,2.11838,0.11008,Cinza - Ledor,,1,1
20,LP,58222,B,H29,202003,0,,1.19663,2.11838,0.11008,Cinza,,1,0
27,LP,58225,A,H28,202043,0,,1.18246,1.07686,0.19493,Cinza,,1,0
27,LP,58225,A,H28,202019,0,,1.18246,1.07686,0.19493,Cinza,,1,0
3,CI,58280,C,H3,202017,0,,1.21191,2.8703,0.16169,Rosa,,1,0
3,CI,58280,C,H3,202041,0,,1.21191,2.8703,0.16169,Rosa,,1,0
28,CI,58291,A,H28,202001,0,,0.78482,0.47863,0.1842,Rosa,,1,0
28,CI,58291,A,H28,202005,0,,0.78482,0.47863,0.1842,Rosa - Ledor,,1,1
14,LC,58293,B,H18,202047,0,,1.00023,1.10122,0.1959,Branco,,2,0
14,LC,58293,B,H18,202023,0,,1.00023,1.10122,0.1959,Branco,,2,0
4,LC,58297,B,H7,202047,0,,0.70106,-0.66677,0.2023,Branco,1,2,0
4,LC,58297,B,H7,202023,0,,0.70106,-0.66677,0.2023,Branco,1,2,0
24,LP,58339,D,H25,202043,0,,1.45519,1.3075,0.1322,Cinza,,1,0
24,LP,58339,D,H25,202019,0,,1.45519,1.3075,0.1322,Cinza,,1,0
50,MT,58348,A,H28,202022,0,,1.81922,2.80067,0.15663,Amarela,,2,0
50,MT,58348,A,H28,202046,0,,1.81922,2.80067,0.15663,Amarela,,2,0
21,LP,58354,B,H18,202007,0,,1.85212,1.03924,0.24153,Cinza - Ledor,,1,1
21,LP,58354,B,H18,202003,0,,1.85212,1.03924,0.24153,Cinza,,1,0
7,CN,58407,B,H9,202045,0,,0.72952,2.1956,0.23669,Rosa,,2,0
7,CN,58407,B,H9,202021,0,,0.72952,2.1956,0.23669,Rosa,,2,0
50,MA,58426,B,H12,202042,0,,1.22301,2.15782,0.21878,Amarela,,1,0
50,MA,58426,B,H12,202018,0,,1.22301,2.15782,0.21878,Amarela,,1,0
18,CI,58433,C,H18,202001,0,,0.69889,-0.27678,0.23305,Rosa,,1,0
18,CI,58433,C,H18,202005,0,,0.69889,-0.27678,0.23305,Rosa - Ledor,,1,1
37,MA,58438,C,H7,202042,0,,0.58867,1.22965,0.23229,Amarela,,1,0
37,MA,58438,C,H7,202018,0,,0.58867,1.22965,0.23229,Amarela,,1,0
13,CI,58494,B,H4,202017,0,,0.76441,2.51955,0.17068,Rosa,,1,0
13,CI,58494,B,H4,202041,0,,0.76441,2.51955,0.17068,Rosa,,1,0
7,LC,58498,A,H16,202047,0,,1.21006,0.85977,0.20701,Branco,,2,0
7,LC,58498,A,H16,202023,0,,1.21006,0.85977,0.20701,Branco,,2,0
51,MA,58501,D,H15,202042,0,,1.16991,1.86198,0.1679,Amarela,,1,0
51,MA,58501,D,H15,202018,0,,1.16991,1.86198,0.1679,Amarela,,1,0
55,MA,58507,C,H21,202042,0,,1.00894,1.92427,0.28907,Amarela,,1,0
55,MA,58507,C,H21,202018,0,,1.00894,1.92427,0.28907,Amarela,,1,0
57,MA,58542,B,H20,202002,0,,2.17577,2.71045,0.29381,Amarela,,1,0
57,MA,58542,B,H20,202006,0,,2.17577,2.71045,0.29381,Amarela - Ledor,,1,1
17,CI,58561,C,H17,202017,0,,0.99067,0.94954,0.15036,Rosa,,1,0
17,CI,58561,C,H17,202041,0,,0.99067,0.94954,0.15036,Rosa,,1,0
44,MA,58563,A,H28,202042,0,,0.42462,2.24285,0.24327,Amarela,,1,0
44,MA,58563,A,H28,202018,0,,0.42462,2.24285,0.24327,Amarela,,1,0
18,LP,58565,A,H18,202043,0,,0.96962,1.58238,0.23794,Cinza,,1,0
18,LP,58565,A,H18,202019,0,,0.96962,1.58238,0.23794,Cinza,,1,0
40,MA,58572,C,H2,202042,0,,2.03337,2.3342,0.21639,Amarela,,1,0
40,MA,58572,C,H2,202018,0,,2.03337,2.3342,0.21639,Amarela,,1,0
17,LP,58596,B,H3,202043,0,,0.6866,1.25234,0.18905,Cinza,,1,0
17,LP,58596,B,H3,202019,0,,0.6866,1.25234,0.18905,Cinza,,1,0
10,LP,58614,B,H11,202043,0,,0.57522,0.64311,0.27768,Cinza,,1,0
10,LP,58614,B,H11,202019,0,,0.57522,0.64311,0.27768,Cinza,,1,0
5,CN,58617,B,H5,202013,0,,3.5783,2.91366,0.19906,Rosa - Ledor,,2,1
5,CN,58617,B,H5,202009,0,,3.5783,2.91366,0.19906,Rosa,,2,0
35,MA,58629,B,H17,202042,0,,1.24465,1.08096,0.14428,Amarela,,1,0
35,MA,58629,B,H17,202018,0,,1.24465,1.08096,0.14428,Amarela,,1,0
24,CN,58642,A,H3,202045,0,,2.42792,2.42913,0.0918,Rosa,,2,0
24,CN,58642,A,H3,202021,0,,2.42792,2.42913,0.0918,Rosa,,2,0
21,CI,58653,D,H21,202017,0,,0.77703,2.59882,0.2116,Rosa,,1,0
21,CI,58653,D,H21,202041,0,,0.77703,2.59882,0.2116,Rosa,,1,0
12,LC,58659,B,H3,202047,0,,0.83546,2.02517,0.24417,Branco,,2,0
12,LC,58659,B,H3,202023,0,,0.83546,2.02517,0.24417,Branco,,2,0
30,CI,58664,A,H30,202017,0,,0.90082,2.06225,0.25806,Rosa,,1,0
30,CI,58664,A,H30,202041,0,,0.90082,2.06225,0.25806,Rosa,,1,0
6,CN,58670,D,H6,202009,0,,0.98747,0.10444,0.06045,Rosa,,2,0
6,CN,58670,D,H6,202013,0,,0.98747,0.10444,0.06045,Rosa - Ledor,,2,1
26,LC,58682,A,H26,202047,0,,1.50353,1.03576,0.16649,Branco,,2,0
26,LC,58682,A,H26,202023,0,,1.50353,1.03576,0.16649,Branco,,2,0
46,MA,58690,D,H11,202042,0,,0.7164,2.20513,0.30131,Amarela,,1,0
46,MA,58690,D,H11,202018,0,,0.7164,2.20513,0.30131,Amarela,,1,0
16,CN,58711,B,H16,202013,0,,8.05917,2.76127,0.12194,Rosa - Ledor,,2,1
16,CN,58711,B,H16,202009,0,,8.05917,2.76127,0.12194,Rosa,,2,0
15,CN,58713,C,H18,202045,0,,0.99117,1.23082,0.15925,Rosa,,2,0
15,CN,58713,C,H18,202021,0,,0.99117,1.23082,0.15925,Rosa,,2,0
13,LC,58721,A,H4,202047,0,,0.89467,2.28091,0.25639,Branco,,2,0
13,LC,58721,A,H4,202023,0,,0.89467,2.28091,0.25639,Branco,,2,0
41,MA,58735,D,H6,202042,0,,1.52356,1.48216,0.17234,Amarela,,1,0
41,MA,58735,D,H6,202018,0,,1.52356,1.48216,0.17234,Amarela,,1,0
59,MA,58756,C,H2,202002,0,,2.29988,2.26995,0.18005,Amarela,,1,0
59,MA,58756,C,H2,202006,0,,2.29988,2.26995,0.18005,Amarela - Ledor,,1,1
49,MA,58757,C,H2,202042,0,,1.33422,1.65925,0.15139,Amarela,,1,0
49,MA,58757,C,H2,202018,0,,1.33422,1.65925,0.15139,Amarela,,1,0
43,MA,58758,C,H24,202042,0,,0.71684,1.48553,0.22382,Amarela,,1,0
43,MA,58758,C,H24,202018,0,,0.71684,1.48553,0.22382,Amarela,,1,0
23,LC,58763,A,H24,202047,0,,0.94883,0.13533,0.19416,Branco,,2,0
23,LC,58763,A,H24,202023,0,,0.94883,0.13533,0.19416,Branco,,2,0
33,MA,58771,C,H11,202006,0,,0.5803,1.61897,0.15827,Amarela - Ledor,,1,1
17,LC,58775,B,H20,202023,0,,0.92275,1.5247,0.24923,Branco,,2,0
17,LC,58775,B,H20,202047,0,,0.92275,1.5247,0.24923,Branco,,2,0
16,LC,58787,D,H3,202015,0,,0.95946,0.36697,0.00961,Branco - Ledor,,2,1
16,LC,58787,D,H3,202011,0,,0.95946,0.36697,0.00961,Branco,,2,0
20,LP,58806,A,H20,202043,0,,0.77707,1.58859,0.22561,Cinza,,1,0
20,LP,58806,A,H20,202019,0,,0.77707,1.58859,0.22561,Cinza,,1,0
54,MT,58861,D,H22,202046,0,,0.70095,1.90253,0.27453,Amarela,,2,0
54,MT,58861,D,H22,202022,0,,0.70095,1.90253,0.27453,Amarela,,2,0
11,LP,58864,C,H14,202043,0,,1.18296,1.87923,0.25264,Cinza,,1,0
11,LP,58864,C,H14,202019,0,,1.18296,1.87923,0.25264,Cinza,,1,0
58,MA,58879,B,H17,202042,0,,1.43308,1.92443,0.14859,Amarela,,1,0
58,MA,58879,B,H17,202018,0,,1.43308,1.92443,0.14859,Amarela,,1,0
21,LP,58881,B,H21,202043,0,,1.07035,0.96828,0.17917,Cinza,,1,0
21,LP,58881,B,H21,202019,0,,1.07035,0.96828,0.17917,Cinza,,1,0
2,LC,58895,D,H6,202047,0,,0.94766,1.09625,0.19789,Branco,1,2,0
2,LC,58895,D,H6,202023,0,,0.94766,1.09625,0.19789,Branco,1,2,0
60,MA,58899,A,H13,202042,0,,0.75745,2.0139,0.18791,Amarela,,1,0
60,MA,58899,A,H13,202018,0,,0.75745,2.0139,0.18791,Amarela,,1,0
10,CN,58901,A,H12,202045,0,,1.03993,0.37238,0.15872,Rosa,,2,0
10,CN,58901,A,H12,202021,0,,1.03993,0.37238,0.15872,Rosa,,2,0
27,CN,58931,D,H15,202021,0,,0.68033,1.23059,0.17447,Rosa,,2,0
27,CN,58931,D,H15,202045,0,,0.68033,1.23059,0.17447,Rosa,,2,0
22,CN,58938,A,H29,202021,0,,0.97241,2.10984,0.29015,Rosa,,2,0
22,CN,58938,A,H29,202045,0,,0.97241,2.10984,0.29015,Rosa,,2,0
54,MA,59007,D,H4,202042,0,,1.19516,2.16333,0.17776,Amarela,,1,0
54,MA,59007,D,H4,202018,0,,1.19516,2.16333,0.17776,Amarela,,1,0
52,MT,59072,A,H30,202046,0,,0.69557,1.79996,0.28925,Amarela,,2,0
52,MT,59072,A,H30,202022,0,,0.69557,1.79996,0.28925,Amarela,,2,0
21,CN,59081,A,H21,202013,0,,6.13989,2.31717,0.34206,Rosa - Ledor,,2,1
21,CN,59081,A,H21,202009,0,,6.13989,2.31717,0.34206,Rosa,,2,0
5,CN,59082,D,H7,202045,0,,1.23944,0.95302,0.19247,Rosa,,2,0
5,CN,59082,D,H7,202021,0,,1.23944,0.95302,0.19247,Rosa,,2,0
41,MT,59095,A,H2,202046,0,,1.13395,1.54397,0.27129,Amarela,,2,0
41,MT,59095,A,H2,202022,0,,1.13395,1.54397,0.27129,Amarela,,2,0
10,CI,59101,A,H10,202017,0,,0.63248,1.991,0.33048,Rosa,,1,0
10,CI,59101,A,H10,202041,0,,0.63248,1.991,0.33048,Rosa,,1,0
8,CN,59113,D,H24,202009,0,,1.30552,1.89007,0.13235,Rosa,,2,0
8,CN,59113,D,H24,202013,0,,1.30552,1.89007,0.13235,Rosa - Ledor,,2,1
37,MT,59123,D,H6,202046,0,,0.6379,1.38649,0.15367,Amarela,,2,0
37,MT,59123,D,H6,202022,0,,0.6379,1.38649,0.15367,Amarela,,2,0
58,MT,59136,D,H21,202046,0,,0.78184,2.13084,0.20871,Amarela,,2,0
58,MT,59136,D,H21,202022,0,,0.78184,2.13084,0.20871,Amarela,,2,0
56,MT,59154,C,H7,202046,0,,0.54574,2.57944,0.25157,Amarela,,2,0
56,MT,59154,C,H7,202022,0,,0.54574,2.57944,0.25157,Amarela,,2,0
24,CI,59164,B,H24,202001,0,,0.56635,0.92795,0.23805,Rosa,,1,0
24,CI,59164,B,H24,202005,0,,0.56635,0.92795,0.23805,Rosa - Ledor,,1,1
2,CI,59169,A,H2,202005,0,,1.10116,1.15389,0.24391,Rosa - Ledor,,1,1
2,CI,59169,A,H2,202001,0,,1.10116,1.15389,0.24391,Rosa,,1,0
45,MA,59200,D,H8,202042,0,,1.13778,1.51401,0.13585,Amarela,,1,0
45,MA,59200,D,H8,202018,0,,1.13778,1.51401,0.13585,Amarela,,1,0
49,MA,59212,D,H1,202002,0,,0.7431,1.60881,0.19933,Amarela,,1,0
49,MA,59212,D,H1,202006,0,,0.7431,1.60881,0.19933,Amarela - Ledor,,1,1
44,MT,59216,B,H9,202046,0,,1.56282,2.35939,0.24224,Amarela,,2,0
44,MT,59216,B,H9,202022,0,,1.56282,2.35939,0.24224,Amarela,,2,0
2,CI,59298,A,H2,202017,0,,0.78845,-0.92081,0.06632,Rosa,,1,0
2,CI,59298,A,H2,202041,0,,0.78845,-0.92081,0.06632,Rosa,,1,0
11,CI,59301,C,H11,202017,0,,0.77506,1.42072,0.21278,Rosa,,1,0
11,CI,59301,C,H11,202041,0,,0.77506,1.42072,0.21278,Rosa,,1,0
23,CN,59305,D,H30,202045,0,,0.76705,0.87512,0.19006,Rosa,,2,0
23,CN,59305,D,H30,202021,0,,0.76705,0.87512,0.19006,Rosa,,2,0
46,MT,59349,A,H24,202022,0,,1.08236,1.7221,0.15858,Amarela,,2,0
46,MT,59349,A,H24,202046,0,,1.08236,1.7221,0.15858,Amarela,,2,0
31,MA,59361,B,H10,202002,0,,1.08624,-0.63224,0.22283,Amarela,,1,0
31,MA,59361,B,H10,202006,0,,1.08624,-0.63224,0.22283,Amarela - Ledor,,1,1
33,MA,59363,B,H10,202042,0,,1.08622,0.18509,0.17321,Amarela,,1,0
33,MA,59363,B,H10,202018,0,,1.08622,0.18509,0.17321,Amarela,,1,0
36,MA,59375,A,H15,202042,0,,1.41425,2.4181,0.2253,Amarela,,1,0
36,MA,59375,A,H15,202018,0,,1.41425,2.4181,0.2253,Amarela,,1,0
34,MA,59381,D,H19,202042,0,,2.03984,2.47639,0.26616,Amarela,,1,0
34,MA,59381,D,H19,202018,0,,2.03984,2.47639,0.26616,Amarela,,1,0
28,CN,59438,C,H18,202021,0,,0.69098,1.85786,0.17188,Rosa,,2,0
28,CN,59438,C,H18,202045,0,,0.69098,1.85786,0.17188,Rosa,,2,0
28,CI,59447,C,H28,202017,0,,1.08741,1.78027,0.15538,Rosa,,1,0
28,CI,59447,C,H28,202041,0,,1.08741,1.78027,0.15538,Rosa,,1,0
38,MT,59469,D,H11,202046,0,,1.07741,3.52008,0.1113,Amarela,,2,0
38,MT,59469,D,H11,202022,0,,1.07741,3.52008,0.1113,Amarela,,2,0
39,MA,59475,B,H22,202042,0,,0.63192,1.40631,0.22009,Amarela,,1,0
39,MA,59475,B,H22,202018,0,,0.63192,1.40631,0.22009,Amarela,,1,0
54,CH,73595,D,H24,202048,0,,0.92855,1.20733,0.27622,Azul,,2,0
54,CH,73595,D,H24,202024,0,,0.92855,1.20733,0.27622,Azul,,2,0
35,HG,73636,C,H5,202008,0,,0.69865,-0.33533,0.208,Azul - Ledor,,1,1
35,HG,73636,C,H5,202004,0,,0.69865,-0.33533,0.208,Azul,,1,0
48,CH,73954,B,H18,202016,0,,1.74924,1.92227,0.07703,Azul - Ledor,,2,1
48,CH,73954,B,H18,202012,0,,1.74924,1.92227,0.07703,Azul,,2,0
